Make,Color,Odometer(Miles),Doors,Price
Honda,Blue,65701.0,4.0,"$8,583.00"
Toyota,White,29271.0,4.0,
Toyota,Green,55855.0,4.0,"$4,378.00"
Toyota,White,53288.0,4.0,"$6,406.00"
Nissan,White,216940.0,4.0,"$6,245.00"
Toyota,White,68138.0,4.0,"$7,983.00"
Honda,Blue,63393.0,4.0,"$6,855.00"
Toyota,White,147581.0,4.0,"$3,873.00"
Toyota,White,41513.0,4.0,"$7,860.00"
Toyota,,62825.0,4.0,"$5,355.00"
Toyota,White,48211.0,4.0,"$7,618.00"
BMW,Black,5014.0,5.0,"$6,411.00"
Toyota,Blue,62235.0,3.0,
Honda,White,51842.0,4.0,"$6,752.00"
Toyota,Green,47198.0,4.0,"$3,934.00"
,White,30195.0,4.0,"$10,221.00"
Nissan,White,210622.0,4.0,"$4,580.00"
Honda,White,63016.0,4.0,"$6,099.00"
,Green,,4.0,"$5,739.00"
Nissan,White,,4.0,"$3,999.00"
Nissan,White,68699.0,4.0,"$4,254.00"
Toyota,White,67281.0,4.0,"$7,054.00"
Toyota,Blue,57640.0,3.0,
Toyota,White,156121.0,4.0,"$6,129.00"
,White,63211.0,4.0,"$6,061.00"
Honda,Red,79801.0,4.0,"$5,261.00"
Honda,,93218.0,4.0,"$5,586.00"
BMW,Black,6836.0,5.0,
Honda,Blue,59804.0,4.0,"$8,282.00"
Toyota,White,58545.0,4.0,"$3,023.00"
Nissan,White,213952.0,4.0,"$2,785.00"
Honda,White,61285.0,4.0,"$6,304.00"
BMW,Black,2613.0,5.0,"$22,131.00"
Honda,Red,89092.0,4.0,"$5,595.00"
Toyota,White,58641.0,4.0,"$5,371.00"
Honda,White,63361.0,4.0,"$7,366.00"
Toyota,White,57224.0,4.0,"$8,440.00"
Toyota,White,61443.0,4.0,"$3,571.00"
Toyota,White,164008.0,4.0,"$5,783.00"
Toyota,White,59812.0,4.0,"$4,813.00"
Nissan,White,,4.0,"$4,553.00"
Toyota,White,,4.0,"$6,591.00"
Toyota,White,,4.0,"$3,733.00"
Honda,Blue,60532.0,4.0,"$5,756.00"
Toyota,White,157947.0,4.0,"$8,191.00"
Honda,Red,57089.0,4.0,"$6,504.00"
Toyota,White,148799.0,4.0,
Toyota,White,58030.0,4.0,"$10,578.00"
Toyota,Green,65171.0,4.0,"$4,706.00"
Toyota,Blue,65891.0,3.0,"$7,915.00"
Honda,White,66744.0,4.0,"$9,037.00"
Honda,Red,93070.0,4.0,
,White,148399.0,4.0,"$3,887.00"
Honda,Blue,69187.0,4.0,"$7,532.00"
Honda,Red,93621.0,4.0,"$5,582.00"
Toyota,Green,65909.0,4.0,"$4,620.00"
Toyota,Green,58192.0,4.0,"$4,602.00"
Toyota,White,32909.0,4.0,"$6,153.00"
BMW,Black,13943.0,5.0,"$21,234.00"
Toyota,Blue,60902.0,3.0,"$8,969.00"
Toyota,Blue,64273.0,3.0,"$6,954.00"
Honda,Blue,55066.0,4.0,"$7,524.00"
Honda,Red,89932.0,4.0,"$4,894.00"
Toyota,White,,,"$7,103.00"
BMW,Black,18036.0,5.0,"$20,197.00"
Toyota,Green,53200.0,4.0,"$3,224.00"
,White,61174.0,3.0,"$7,321.00"
Toyota,White,64527.0,4.0,"$7,381.00"
Nissan,White,212658.0,4.0,
Toyota,White,19862.0,4.0,"$8,795.00"
Toyota,Blue,50778.0,,"$7,591.00"
,White,213141.0,4.0,"$5,507.00"
Honda,White,52272.0,4.0,"$7,657.00"
Honda,Blue,56485.0,4.0,"$7,346.00"
Honda,Red,81538.0,4.0,"$6,693.00"
Toyota,Blue,56950.0,3.0,"$7,089.00"
Toyota,White,151259.0,4.0,"$4,419.00"
Honda,Blue,58348.0,4.0,"$7,519.00"
Toyota,White,66194.0,4.0,
Toyota,White,157544.0,4.0,"$4,775.00"
Toyota,Blue,,4.0,"$6,813.00"
BMW,Black,8368.0,5.0,"$21,476.00"
Toyota,White,41362.0,4.0,
Toyota,White,141574.0,4.0,"$3,554.00"
Toyota,,59410.0,4.0,"$3,834.00"
,White,26338.0,4.0,
Honda,Red,95968.0,4.0,"$4,624.00"
Toyota,White,148666.0,,"$3,073.00"
Toyota,Blue,58456.0,4.0,"$5,886.00"
Nissan,White,220579.0,4.0,"$7,011.00"
Toyota,Blue,62136.0,3.0,"$7,018.00"
Honda,White,62574.0,4.0,"$5,838.00"
Honda,Red,91834.0,4.0,
Honda,Red,81272.0,4.0,"$4,008.00"
Toyota,Blue,54750.0,3.0,"$7,309.00"
Toyota,White,56291.0,4.0,"$6,484.00"
Honda,Blue,58067.0,4.0,"$7,027.00"
Toyota,White,40064.0,4.0,"$10,351.00"
,White,152644.0,4.0,"$2,982.00"
Honda,Red,83100.0,,"$4,995.00"
Honda,White,58159.0,4.0,"$7,274.00"
Toyota,White,,4.0,"$6,392.00"
Honda,Blue,61093.0,4.0,"$5,204.00"
Toyota,White,151003.0,,"$3,788.00"
Toyota,White,143070.0,4.0,"$4,961.00"
Toyota,White,28641.0,4.0,"$9,511.00"
Toyota,White,150679.0,4.0,"$1,975.00"
Toyota,White,57468.0,4.0,"$7,174.00"
Toyota,Blue,55347.0,3.0,"$7,255.00"
BMW,Black,3788.0,5.0,"$7,271.00"
Honda,Blue,59632.0,,"$8,696.00"
Toyota,White,63542.0,4.0,"$5,208.00"
Toyota,Blue,,3.0,"$6,724.00"
Honda,White,60579.0,4.0,"$7,356.00"
Toyota,White,55196.0,4.0,"$6,923.00"
Honda,White,69155.0,4.0,"$5,484.00"
BMW,Black,9739.0,5.0,"$21,004.00"
Toyota,White,149883.0,4.0,"$3,848.00"
Toyota,White,59800.0,4.0,"$7,119.00"
Toyota,Green,63664.0,4.0,"$5,491.00"
Toyota,Blue,61951.0,3.0,"$8,026.00"
Nissan,White,206939.0,4.0,"$2,577.00"
Honda,Blue,56507.0,4.0,
Toyota,Green,53993.0,,
Honda,Red,89356.0,4.0,"$4,189.00"
Toyota,White,148902.0,4.0,"$3,386.00"
Toyota,,61010.0,3.0,"$7,630.00"
Honda,White,54745.0,4.0,"$7,189.00"
Toyota,Red,87903.0,4.0,"$4,057.00"
Nissan,White,214954.0,,"$2,836.00"
Toyota,Green,56131.0,4.0,"$4,690.00"
Toyota,White,53649.0,4.0,"$11,056.00"
Honda,Red,91548.0,4.0,"$4,794.00"
Toyota,White,,4.0,"$7,094.00"
Toyota,White,28761.0,4.0,"$10,136.00"
BMW,Black,13510.0,5.0,"$23,165.00"
Toyota,Blue,53271.0,3.0,"$7,002.00"
Honda,Red,91586.0,4.0,"$5,744.00"
,Green,58345.0,4.0,"$5,237.00"
Toyota,White,,4.0,"$10,159.00"
BMW,Black,11480.0,4.0,"$23,205.00"
Honda,Blue,63001.0,4.0,"$7,888.00"
Honda,White,71189.0,4.0,"$6,659.00"
Toyota,White,211948.0,4.0,"$2,481.00"
Toyota,White,22457.0,,"$9,190.00"
Toyota,White,58223.0,4.0,"$4,480.00"
Toyota,Blue,53782.0,4.0,"$7,137.00"
Toyota,White,147084.0,4.0,"$1,774.00"
Toyota,Green,60087.0,4.0,"$5,663.00"
Toyota,Green,61657.0,4.0,"$5,944.00"
Toyota,Green,55720.0,4.0,"$6,346.00"
Nissan,White,206451.0,4.0,"$3,104.00"
Honda,Red,83567.0,4.0,"$4,665.00"
BMW,Black,16309.0,5.0,"$21,942.00"
Toyota,White,138510.0,4.0,"$3,627.00"
Toyota,White,,4.0,"$12,279.00"
Toyota,Blue,59873.0,4.0,"$7,290.00"
Honda,White,66075.0,4.0,"$6,841.00"
,White,144288.0,4.0,"$4,039.00"
Nissan,White,212028.0,4.0,"$3,220.00"
Toyota,Black,16018.0,5.0,"$23,779.00"
Toyota,White,30434.0,4.0,"$9,322.00"
Toyota,Blue,54573.0,3.0,"$7,133.00"
Honda,Blue,51159.0,4.0,"$6,166.00"
Toyota,White,36392.0,,"$9,804.00"
Toyota,White,39501.0,4.0,"$8,896.00"
Toyota,White,91597.0,4.0,"$3,791.00"
Toyota,White,55433.0,4.0,"$6,232.00"
Nissan,White,205150.0,4.0,"$4,443.00"
BMW,,9654.0,5.0,
Honda,White,50153.0,4.0,"$6,472.00"
Toyota,White,57200.0,4.0,"$7,173.00"
Toyota,White,155286.0,4.0,"$3,158.00"
,Red,82944.0,4.0,"$5,466.00"
Honda,,54879.0,4.0,"$6,260.00"
,White,31177.0,4.0,"$10,444.00"
Toyota,Green,59510.0,4.0,"$5,095.00"
BMW,Black,11249.0,5.0,"$22,132.00"
Toyota,White,30235.0,4.0,"$9,199.00"
Honda,Blue,60798.0,4.0,"$7,933.00"
Toyota,White,210575.0,4.0,"$7,170.00"
Toyota,White,,,"$8,611.00"
Toyota,White,33472.0,4.0,"$7,728.00"
Honda,White,58935.0,4.0,"$10,357.00"
Honda,Blue,63190.0,4.0,"$6,039.00"
Toyota,White,56165.0,4.0,"$8,019.00"
BMW,Black,15899.0,,"$22,560.00"
Toyota,Blue,59769.0,4.0,"$7,844.00"
BMW,Black,11408.0,4.0,"$22,078.00"
Nissan,White,222042.0,4.0,"$5,229.00"
Honda,White,68009.0,4.0,"$7,136.00"
Honda,Blue,59238.0,4.0,"$6,887.00"
Honda,White,58969.0,4.0,"$5,155.00"
,,63742.0,4.0,"$7,177.00"
Nissan,White,217543.0,4.0,"$3,861.00"
Honda,White,81128.0,4.0,"$5,124.00"
Toyota,Blue,57594.0,3.0,"$5,947.00"
Toyota,,150225.0,4.0,"$2,348.00"
Honda,Red,,4.0,
Nissan,White,,4.0,"$2,488.00"
Honda,Red,78102.0,4.0,"$4,584.00"
Toyota,White,59366.0,4.0,"$11,724.00"
Nissan,White,221855.0,4.0,"$3,328.00"
Toyota,White,156470.0,4.0,"$7,207.00"
Toyota,White,33811.0,4.0,
Toyota,White,140167.0,,"$4,483.00"
Honda,Blue,48348.0,4.0,"$8,369.00"
Honda,Blue,58891.0,4.0,"$7,427.00"
Toyota,White,138705.0,4.0,"$4,610.00"
Nissan,White,206934.0,4.0,"$4,051.00"
Toyota,White,146379.0,4.0,"$4,738.00"
Toyota,White,145360.0,4.0,"$4,066.00"
Toyota,Red,91138.0,4.0,"$5,146.00"
Honda,Blue,58697.0,,"$5,190.00"
Toyota,Green,47410.0,4.0,"$4,420.00"
Toyota,,54422.0,4.0,"$6,250.00"
Toyota,Green,52759.0,4.0,"$5,729.00"
BMW,Black,16048.0,5.0,
Toyota,Green,54198.0,4.0,"$5,990.00"
Toyota,White,61222.0,4.0,"$7,908.00"
Toyota,Green,61729.0,4.0,"$4,622.00"
BMW,,10592.0,5.0,"$21,394.00"
Toyota,White,40800.0,4.0,"$9,656.00"
Toyota,White,61263.0,4.0,"$7,558.00"
Toyota,White,,4.0,"$7,401.00"
BMW,,19402.0,5.0,"$7,622.00"
Toyota,White,35826.0,4.0,"$10,159.00"
Toyota,Green,54354.0,4.0,"$7,064.00"
Toyota,Green,66701.0,4.0,"$4,134.00"
Honda,White,63308.0,4.0,"$8,678.00"
Honda,White,57074.0,4.0,"$7,116.00"
Honda,White,56820.0,4.0,"$5,642.00"
Nissan,White,210497.0,4.0,"$4,047.00"
Toyota,White,152091.0,4.0,"$2,927.00"
Honda,Blue,53481.0,4.0,"$7,221.00"
Toyota,White,32251.0,4.0,"$10,211.00"
BMW,Black,11749.0,5.0,"$23,944.00"
Toyota,White,53566.0,4.0,"$8,800.00"
Honda,Blue,64189.0,4.0,"$7,973.00"
Toyota,White,27590.0,4.0,"$11,244.00"
BMW,White,0.0,4.0,"$22,252.00"
,White,52906.0,4.0,"$9,038.00"
,Red,82013.0,4.0,"$6,467.00"
Honda,White,58760.0,4.0,"$8,786.00"
Toyota,White,59351.0,4.0,"$10,582.00"
Honda,Blue,63230.0,4.0,"$5,835.00"
Honda,Red,81394.0,4.0,"$5,130.00"
Toyota,Blue,59142.0,4.0,"$6,485.00"
Toyota,White,21659.0,4.0,"$8,262.00"
Toyota,Green,65898.0,4.0,"$4,553.00"
Toyota,White,33505.0,4.0,"$9,865.00"
Toyota,,49345.0,4.0,"$6,428.00"
BMW,Black,15721.0,5.0,"$20,613.00"
Honda,White,,4.0,"$6,503.00"
Honda,Red,79783.0,4.0,"$6,774.00"
Toyota,White,28895.0,4.0,"$10,372.00"
Toyota,White,158041.0,4.0,"$3,660.00"
Toyota,White,58539.0,,"$6,211.00"
BMW,Black,12113.0,5.0,"$22,286.00"
Nissan,White,212140.0,4.0,"$3,944.00"
Toyota,Blue,59651.0,3.0,"$6,370.00"
BMW,,11332.0,5.0,"$23,273.00"
Toyota,Blue,62911.0,4.0,"$6,390.00"
Toyota,Green,62734.0,4.0,"$5,436.00"
Nissan,White,210243.0,4.0,"$2,282.00"
BMW,Black,,5.0,"$6,436.00"
BMW,White,15219.0,5.0,"$20,804.00"
Toyota,White,,4.0,"$2,637.00"
Toyota,White,30610.0,4.0,"$9,440.00"
Toyota,Black,27555.0,5.0,"$20,552.00"
Honda,White,63354.0,4.0,"$8,277.00"
Toyota,White,65292.0,4.0,"$9,520.00"
Toyota,,11908.0,5.0,"$22,070.00"
Honda,White,56812.0,4.0,
Toyota,White,56127.0,4.0,"$8,178.00"
Honda,Red,87180.0,4.0,"$6,664.00"
Nissan,White,221540.0,4.0,"$3,228.00"
Toyota,White,58851.0,4.0,"$10,589.00"
BMW,Black,8065.0,5.0,"$22,994.00"
Toyota,,61338.0,3.0,"$6,559.00"
Nissan,White,211473.0,4.0,"$3,977.00"
Toyota,Blue,59002.0,4.0,"$6,172.00"
,White,33034.0,4.0,"$11,088.00"
Toyota,Blue,54065.0,4.0,"$8,930.00"
Toyota,White,67493.0,4.0,"$6,497.00"
Toyota,Blue,69776.0,3.0,
Honda,Blue,57984.0,4.0,"$6,193.00"
Toyota,White,58925.0,4.0,"$6,632.00"
Nissan,White,205634.0,4.0,"$6,719.00"
Toyota,Blue,66446.0,3.0,"$6,554.00"
,Black,5689.0,5.0,"$22,411.00"
Honda,White,52470.0,4.0,"$8,430.00"
BMW,Black,20466.0,5.0,"$22,653.00"
Toyota,White,65533.0,4.0,"$7,024.00"
Toyota,White,152858.0,4.0,"$4,385.00"
Toyota,White,58680.0,,"$3,013.00"
Toyota,Green,57201.0,4.0,"$4,022.00"
Toyota,White,32939.0,4.0,"$9,891.00"
Toyota,,54364.0,4.0,"$5,248.00"
Honda,White,58798.0,4.0,"$7,990.00"
Toyota,Green,61458.0,4.0,"$6,383.00"
BMW,Black,54562.0,5.0,"$22,511.00"
Toyota,White,60557.0,4.0,"$6,745.00"
Toyota,White,151881.0,4.0,"$5,156.00"
Toyota,Blue,62254.0,3.0,"$5,044.00"
Toyota,White,211474.0,4.0,"$6,350.00"
Toyota,Blue,58508.0,3.0,"$7,459.00"
Toyota,White,144548.0,4.0,"$3,745.00"
Nissan,White,204385.0,4.0,"$2,288.00"
Honda,White,57093.0,4.0,"$7,170.00"
BMW,Black,13858.0,5.0,"$23,052.00"
Toyota,Green,58357.0,4.0,"$4,230.00"
Toyota,White,153149.0,4.0,"$7,876.00"
Honda,Red,88858.0,4.0,"$5,571.00"
Toyota,Blue,54643.0,4.0,"$7,882.00"
Honda,Blue,62815.0,4.0,"$6,373.00"
Toyota,Green,57546.0,4.0,"$4,922.00"
Toyota,White,55625.0,4.0,"$7,799.00"
BMW,Black,5356.0,5.0,"$21,527.00"
Toyota,,61340.0,4.0,"$8,096.00"
Toyota,Blue,60581.0,3.0,"$5,978.00"
Honda,White,57352.0,4.0,"$7,394.00"
Toyota,White,24891.0,4.0,"$9,129.00"
Honda,White,66361.0,4.0,"$8,849.00"
Honda,White,63879.0,4.0,"$6,102.00"
Toyota,Blue,60991.0,,"$6,978.00"
BMW,Black,7581.0,5.0,"$21,381.00"
Toyota,Blue,59333.0,3.0,"$6,364.00"
BMW,Black,4639.0,4.0,"$7,733.00"
Toyota,White,62812.0,4.0,"$4,087.00"
Toyota,Blue,62216.0,3.0,"$7,174.00"
Toyota,Green,58668.0,4.0,"$6,208.00"
Honda,Red,89629.0,4.0,"$5,211.00"
Toyota,Blue,59622.0,3.0,"$7,696.00"
Toyota,Blue,67747.0,3.0,"$6,990.00"
Toyota,Blue,60558.0,,"$7,454.00"
Nissan,White,226629.0,4.0,"$3,085.00"
Honda,Red,86720.0,4.0,"$3,124.00"
Toyota,,63573.0,4.0,"$7,668.00"
Toyota,White,25445.0,4.0,"$10,008.00"
Toyota,Red,101328.0,4.0,"$5,687.00"
Toyota,Blue,54715.0,3.0,"$5,631.00"
Toyota,Blue,64680.0,4.0,"$7,740.00"
Nissan,White,213117.0,4.0,"$2,992.00"
Toyota,Blue,60471.0,3.0,"$8,197.00"
Toyota,Green,56253.0,4.0,
Toyota,White,62881.0,4.0,"$6,706.00"
Toyota,White,66881.0,4.0,"$7,061.00"
Toyota,White,55210.0,4.0,"$8,791.00"
Toyota,White,148453.0,4.0,"$4,890.00"
BMW,Black,,5.0,"$22,332.00"
Toyota,White,64982.0,4.0,"$7,645.00"
,Red,79985.0,4.0,"$7,559.00"
Toyota,White,24200.0,4.0,"$9,852.00"
Honda,White,67979.0,4.0,"$7,666.00"
Toyota,White,61350.0,4.0,"$6,554.00"
Toyota,White,58328.0,4.0,"$7,958.00"
BMW,,8931.0,5.0,"$19,771.00"
Honda,Blue,69538.0,4.0,"$6,614.00"
Honda,White,53901.0,4.0,"$6,516.00"
Toyota,White,55569.0,4.0,"$3,563.00"
Nissan,White,215438.0,4.0,"$3,892.00"
Toyota,Blue,52514.0,4.0,"$7,550.00"
Nissan,White,214448.0,4.0,"$2,243.00"
Honda,White,60997.0,4.0,"$7,639.00"
Toyota,White,29378.0,4.0,"$7,799.00"
Honda,White,62457.0,4.0,"$8,536.00"
Toyota,White,64820.0,4.0,"$8,068.00"
Honda,Red,86797.0,4.0,"$7,249.00"
Honda,,92059.0,4.0,"$4,328.00"
Nissan,White,220379.0,4.0,"$4,013.00"
Nissan,White,216132.0,,"$3,694.00"
Honda,,61513.0,4.0,
Toyota,Blue,48896.0,4.0,"$8,385.00"
BMW,Black,2509.0,5.0,"$22,090.00"
Toyota,White,54781.0,4.0,"$5,478.00"
Toyota,White,37506.0,4.0,"$10,910.00"
Toyota,Blue,67300.0,3.0,"$5,997.00"
Nissan,,201016.0,4.0,"$1,063.00"
Nissan,White,214321.0,4.0,"$3,206.00"
Nissan,White,215719.0,4.0,"$6,024.00"
Toyota,Blue,56003.0,3.0,"$5,203.00"
Toyota,White,57854.0,4.0,"$7,911.00"
Honda,Red,93353.0,4.0,"$6,315.00"
Nissan,White,221394.0,4.0,"$7,459.00"
BMW,Black,17684.0,5.0,"$22,801.00"
Honda,Red,87400.0,4.0,"$4,433.00"
Nissan,White,65482.0,4.0,"$3,715.00"
Toyota,Blue,65589.0,3.0,"$7,474.00"
Honda,Blue,58931.0,4.0,"$5,325.00"
Toyota,Green,60920.0,4.0,"$5,263.00"
Honda,Blue,61428.0,4.0,"$7,951.00"
Toyota,White,57190.0,4.0,"$8,322.00"
BMW,Black,18403.0,5.0,
Honda,White,57246.0,4.0,"$8,778.00"
Toyota,White,49211.0,3.0,"$5,223.00"
Toyota,White,60282.0,4.0,"$7,926.00"
Honda,White,47938.0,4.0,"$7,480.00"
Honda,Red,81809.0,4.0,"$6,584.00"
BMW,White,9576.0,4.0,"$21,680.00"
Honda,Blue,62580.0,4.0,"$6,484.00"
Honda,Red,80973.0,4.0,"$5,164.00"
BMW,White,7520.0,5.0,"$21,190.00"
,White,58837.0,4.0,"$8,255.00"
BMW,Black,14781.0,5.0,"$21,426.00"
Honda,White,63760.0,4.0,"$7,617.00"
Toyota,White,147063.0,4.0,"$4,206.00"
Toyota,Green,64073.0,4.0,"$5,245.00"
Nissan,White,210561.0,4.0,"$4,867.00"
BMW,Black,12323.0,5.0,"$22,137.00"
Honda,Blue,68738.0,4.0,"$7,087.00"
Honda,Red,86420.0,4.0,"$3,561.00"
Honda,Blue,62128.0,4.0,"$7,267.00"
Nissan,White,206244.0,4.0,"$2,847.00"
Toyota,White,47600.0,4.0,"$8,045.00"
Toyota,White,67065.0,4.0,"$6,463.00"
Toyota,Blue,49811.0,3.0,"$7,168.00"
Honda,Red,72915.0,4.0,"$3,137.00"
Toyota,White,,4.0,"$8,315.00"
Honda,Blue,,4.0,"$6,118.00"
Honda,White,60269.0,4.0,"$7,193.00"
Toyota,White,37821.0,4.0,"$10,076.00"
Toyota,White,27979.0,4.0,"$9,321.00"
Honda,Red,96725.0,4.0,"$5,194.00"
Honda,Blue,60465.0,4.0,"$8,496.00"
Toyota,White,58722.0,4.0,"$6,846.00"
Nissan,White,207286.0,4.0,"$1,879.00"
Toyota,Blue,64055.0,3.0,"$7,271.00"
Toyota,White,,4.0,"$7,809.00"
Toyota,White,59060.0,4.0,"$5,779.00"
Nissan,White,209523.0,4.0,"$2,109.00"
Toyota,Green,61372.0,4.0,"$7,162.00"
Honda,Red,77852.0,4.0,"$4,656.00"
BMW,Black,3974.0,5.0,"$21,503.00"
Toyota,White,49419.0,4.0,"$8,374.00"
BMW,Black,14687.0,5.0,"$22,541.00"
BMW,Black,10051.0,4.0,"$21,620.00"
Toyota,Blue,66989.0,3.0,"$5,081.00"
Toyota,Green,62963.0,4.0,"$5,495.00"
Toyota,White,63350.0,4.0,"$7,973.00"
BMW,Black,7175.0,5.0,"$21,520.00"
BMW,Black,16064.0,5.0,"$20,878.00"
Honda,Red,92041.0,4.0,"$3,904.00"
Toyota,White,26980.0,4.0,"$10,738.00"
Toyota,Green,,,"$3,924.00"
Toyota,Red,87398.0,4.0,"$4,122.00"
Toyota,White,31842.0,,"$9,074.00"
Toyota,Blue,64206.0,3.0,"$6,419.00"
Toyota,White,,4.0,"$6,297.00"
Toyota,White,33834.0,4.0,
Honda,White,67907.0,4.0,"$7,621.00"
Toyota,White,62704.0,4.0,"$6,938.00"
Toyota,White,64429.0,4.0,"$9,629.00"
Nissan,White,209439.0,4.0,"$4,965.00"
,Blue,54938.0,3.0,"$6,002.00"
Nissan,White,214489.0,4.0,"$4,159.00"
Honda,Blue,64403.0,4.0,"$5,700.00"
Toyota,White,39610.0,4.0,"$10,789.00"
Toyota,White,27248.0,4.0,"$7,902.00"
Toyota,Blue,48160.0,3.0,"$7,048.00"
Toyota,White,64791.0,,"$7,464.00"
Honda,Blue,56292.0,4.0,"$6,454.00"
Honda,Red,83189.0,4.0,"$3,614.00"
Honda,Blue,57765.0,4.0,"$5,838.00"
Toyota,White,143638.0,4.0,"$4,182.00"
Toyota,White,56090.0,4.0,"$7,196.00"
Toyota,White,54787.0,4.0,"$7,785.00"
Honda,White,49742.0,4.0,"$5,397.00"
Toyota,Green,62906.0,4.0,"$7,301.00"
Nissan,White,217370.0,4.0,"$3,714.00"
Toyota,White,61197.0,4.0,"$5,616.00"
Toyota,White,149899.0,4.0,"$3,595.00"
Honda,Blue,58819.0,4.0,"$6,363.00"
Toyota,Blue,62479.0,3.0,"$7,224.00"
Toyota,Blue,63860.0,3.0,"$6,775.00"
,White,151318.0,4.0,"$3,736.00"
Nissan,White,216529.0,4.0,"$4,831.00"
Nissan,White,,4.0,"$4,841.00"
Honda,White,58285.0,4.0,"$8,617.00"
Toyota,White,27855.0,4.0,"$10,115.00"
Honda,Blue,67832.0,4.0,"$7,972.00"
Toyota,Blue,60261.0,4.0,"$8,063.00"
Toyota,White,35749.0,4.0,"$11,413.00"
Toyota,White,27768.0,4.0,"$8,924.00"
,White,29451.0,4.0,"$9,292.00"
Honda,White,65001.0,4.0,"$7,752.00"
Toyota,Blue,63139.0,3.0,"$7,445.00"
Toyota,Blue,62000.0,3.0,"$5,943.00"
Honda,Blue,56217.0,4.0,"$5,839.00"
Toyota,White,31137.0,4.0,"$9,802.00"
Toyota,White,55453.0,4.0,"$7,018.00"
Honda,Red,85549.0,4.0,"$4,983.00"
Toyota,White,153587.0,,"$4,380.00"
Toyota,White,67800.0,4.0,"$7,047.00"
Toyota,White,148504.0,4.0,"$3,023.00"
Toyota,White,32712.0,4.0,"$11,452.00"
,White,211592.0,4.0,"$4,696.00"
Nissan,White,215978.0,4.0,"$4,255.00"
Nissan,White,61934.0,4.0,"$2,370.00"
Toyota,Green,58955.0,4.0,"$3,171.00"
Honda,Blue,62769.0,4.0,"$6,499.00"
Toyota,White,28254.0,4.0,"$10,107.00"
Toyota,,57665.0,4.0,"$4,141.00"
,White,61026.0,4.0,"$7,400.00"
Nissan,,210630.0,4.0,"$9,208.00"
Toyota,White,62968.0,4.0,"$6,094.00"
Honda,Blue,66989.0,4.0,"$7,697.00"
Toyota,White,146444.0,4.0,"$3,647.00"
Toyota,White,31256.0,4.0,"$10,079.00"
Toyota,White,58078.0,4.0,"$5,351.00"
Toyota,White,64735.0,4.0,"$6,799.00"
BMW,Black,13353.0,5.0,"$7,653.00"
Toyota,Blue,50453.0,3.0,"$7,850.00"
,White,54972.0,4.0,"$6,173.00"
Toyota,Green,57708.0,4.0,"$3,117.00"
Toyota,White,29840.0,4.0,"$9,833.00"
Nissan,White,210772.0,4.0,"$6,482.00"
Honda,,64089.0,4.0,"$6,431.00"
Toyota,Green,,,"$5,096.00"
Nissan,White,49667.0,4.0,"$3,281.00"
Nissan,White,61683.0,4.0,"$4,567.00"
Toyota,White,71777.0,4.0,
Toyota,Blue,57556.0,3.0,"$5,946.00"
Toyota,White,146118.0,4.0,
Honda,White,63335.0,4.0,"$6,945.00"
Honda,Red,91124.0,4.0,"$6,008.00"
Honda,White,93271.0,4.0,"$3,650.00"
BMW,Black,10251.0,5.0,
Honda,Blue,60285.0,,"$5,814.00"
Toyota,,65375.0,4.0,"$4,264.00"
Nissan,White,213542.0,4.0,"$3,784.00"
Honda,White,57952.0,4.0,"$7,626.00"
BMW,Black,10159.0,5.0,"$23,180.00"
Honda,Red,87398.0,4.0,"$5,519.00"
Toyota,White,58572.0,4.0,"$4,436.00"
Honda,,56211.0,4.0,
Toyota,White,59497.0,4.0,"$6,788.00"
Toyota,White,59959.0,4.0,"$3,727.00"
Toyota,White,,4.0,"$4,191.00"
Toyota,White,68436.0,4.0,"$4,318.00"
Nissan,White,200877.0,4.0,"$3,646.00"
Toyota,White,62136.0,4.0,"$7,008.00"
Toyota,White,149581.0,4.0,"$3,554.00"
Honda,Blue,62140.0,4.0,"$6,768.00"
Toyota,White,149368.0,4.0,"$7,270.00"
Honda,,54406.0,4.0,"$3,705.00"
Toyota,White,155674.0,4.0,"$3,371.00"
Toyota,White,59770.0,4.0,"$9,398.00"
Toyota,Green,58039.0,4.0,"$4,811.00"
Toyota,Blue,64300.0,3.0,"$7,567.00"
Honda,White,53931.0,4.0,"$9,344.00"
Honda,Red,79734.0,4.0,"$9,506.00"
Toyota,White,152960.0,4.0,"$4,363.00"
Honda,Blue,63337.0,4.0,"$6,411.00"
Honda,Red,87010.0,4.0,"$6,768.00"
,Green,63694.0,4.0,"$4,221.00"
Toyota,Green,60192.0,4.0,"$5,988.00"
Toyota,White,32485.0,4.0,"$7,841.00"
BMW,Black,0.0,5.0,"$22,495.00"
Toyota,Blue,58381.0,3.0,"$6,512.00"
Toyota,Blue,50942.0,3.0,"$6,308.00"
Honda,Blue,,4.0,"$7,172.00"
Honda,Red,81574.0,4.0,"$6,579.00"
Toyota,White,58509.0,4.0,"$7,871.00"
BMW,Black,20265.0,5.0,"$21,634.00"
Toyota,Green,52934.0,4.0,"$4,664.00"
,White,68937.0,3.0,"$7,532.00"
,White,66128.0,4.0,"$7,954.00"
Nissan,White,215383.0,4.0,"$3,615.00"
,White,33505.0,4.0,"$8,574.00"
Toyota,Blue,65377.0,4.0,"$9,122.00"
Nissan,White,210253.0,4.0,"$2,168.00"
Honda,White,55582.0,4.0,"$8,675.00"
Honda,Blue,58640.0,4.0,"$7,704.00"
