Make,Colour,Odometer,Doors,Price
Toyota,White,24891.0,4.0,9129.0
Honda,White,66361.0,4.0,8849.0
Honda,White,63879.0,4.0,6102.0
Toyota,Blue,60991.0,,6978.0
BMW,Black,7581.0,5.0,21381.0
Toyota,Blue,59333.0,3.0,6364.0
BMW,Black,4639.0,4.0,7733.0
Toyota,White,62812.0,4.0,4087.0
Toyota,Blue,62216.0,3.0,7174.0
Toyota,Green,58668.0,4.0,6208.0
Honda,Red,89629.0,4.0,5211.0
Toyota,Blue,59622.0,3.0,7696.0
Toyota,Blue,67747.0,3.0,6990.0
Toyota,Blue,60558.0,,7454.0
Nissan,White,226629.0,4.0,3085.0
Honda,Red,86720.0,4.0,3124.0
Toyota,,63573.0,4.0,7668.0
Toyota,White,25445.0,4.0,10008.0
Toyota,Red,101328.0,4.0,5687.0
Toyota,Blue,54715.0,3.0,5631.0
Toyota,Blue,64680.0,4.0,7740.0
Nissan,White,213117.0,4.0,2992.0
Toyota,Blue,60471.0,3.0,8197.0
Toyota,Green,56253.0,4.0,
Toyota,White,62881.0,4.0,6706.0
Toyota,White,66881.0,4.0,7061.0
Toyota,White,55210.0,4.0,8791.0
Toyota,White,148453.0,4.0,4890.0
BMW,Black,,5.0,22332.0
Toyota,White,64982.0,4.0,7645.0
,Red,79985.0,4.0,7559.0
Toyota,White,24200.0,4.0,9852.0
Honda,White,67979.0,4.0,7666.0
Toyota,White,61350.0,4.0,6554.0
Toyota,White,58328.0,4.0,7958.0
BMW,,8931.0,5.0,19771.0
Honda,Blue,69538.0,4.0,6614.0
Honda,White,53901.0,4.0,6516.0
Toyota,White,55569.0,4.0,3563.0
Nissan,White,215438.0,4.0,3892.0
Toyota,Blue,52514.0,4.0,7550.0
Nissan,White,214448.0,4.0,2243.0
Honda,White,60997.0,4.0,7639.0
Toyota,White,29378.0,4.0,7799.0
Honda,White,62457.0,4.0,8536.0
Toyota,White,64820.0,4.0,8068.0
Honda,Red,86797.0,4.0,7249.0
Honda,,92059.0,4.0,4328.0
Nissan,White,220379.0,4.0,4013.0
Nissan,White,216132.0,,3694.0
Honda,,61513.0,4.0,
Toyota,Blue,48896.0,4.0,8385.0
BMW,Black,2509.0,5.0,22090.0
Toyota,White,54781.0,4.0,5478.0
Toyota,White,37506.0,4.0,10910.0
Toyota,Blue,67300.0,3.0,5997.0
Nissan,,201016.0,4.0,1063.0
Nissan,White,214321.0,4.0,3206.0
Nissan,White,215719.0,4.0,6024.0
Toyota,Blue,56003.0,3.0,5203.0
Toyota,White,57854.0,4.0,7911.0
Honda,Red,93353.0,4.0,6315.0
Nissan,White,221394.0,4.0,7459.0
BMW,Black,17684.0,5.0,22801.0
Honda,Red,87400.0,4.0,4433.0
Nissan,White,65482.0,4.0,3715.0
Toyota,Blue,65589.0,3.0,7474.0
Honda,Blue,58931.0,4.0,5325.0
Toyota,Green,60920.0,4.0,5263.0
Honda,Blue,61428.0,4.0,7951.0
Toyota,White,57190.0,4.0,8322.0
BMW,Black,18403.0,5.0,
Honda,White,57246.0,4.0,8778.0
Toyota,White,49211.0,3.0,5223.0
Toyota,White,60282.0,4.0,7926.0
Honda,White,47938.0,4.0,7480.0
Honda,Red,81809.0,4.0,6584.0
BMW,White,9576.0,4.0,21680.0
Honda,Blue,62580.0,4.0,6484.0
Honda,Red,80973.0,4.0,5164.0
BMW,White,7520.0,5.0,21190.0
,White,58837.0,4.0,8255.0
BMW,Black,14781.0,5.0,21426.0
Honda,White,63760.0,4.0,7617.0
Toyota,White,147063.0,4.0,4206.0
Toyota,Green,64073.0,4.0,5245.0
Nissan,White,210561.0,4.0,4867.0
BMW,Black,12323.0,5.0,22137.0
Honda,Blue,68738.0,4.0,7087.0
Honda,Red,86420.0,4.0,3561.0
Honda,Blue,62128.0,4.0,7267.0
Nissan,White,206244.0,4.0,2847.0
Toyota,White,47600.0,4.0,8045.0
Toyota,White,67065.0,4.0,6463.0
Toyota,Blue,49811.0,3.0,7168.0
Honda,Red,72915.0,4.0,3137.0
Toyota,White,,4.0,8315.0
Honda,Blue,,4.0,6118.0
Honda,White,60269.0,4.0,7193.0
Toyota,White,37821.0,4.0,10076.0
Toyota,White,27979.0,4.0,9321.0
Honda,Red,96725.0,4.0,5194.0
Honda,Blue,60465.0,4.0,8496.0
Toyota,White,58722.0,4.0,6846.0
Nissan,White,207286.0,4.0,1879.0
Toyota,Blue,64055.0,3.0,7271.0
Toyota,White,,4.0,7809.0
Toyota,White,59060.0,4.0,5779.0
Nissan,White,209523.0,4.0,2109.0
Toyota,Green,61372.0,4.0,7162.0
Honda,Red,77852.0,4.0,4656.0
BMW,Black,3974.0,5.0,21503.0
Toyota,White,49419.0,4.0,8374.0
BMW,Black,14687.0,5.0,22541.0
BMW,Black,10051.0,4.0,21620.0
Toyota,Blue,66989.0,3.0,5081.0
Toyota,Green,62963.0,4.0,5495.0
Toyota,White,63350.0,4.0,7973.0
BMW,Black,7175.0,5.0,21520.0
BMW,Black,16064.0,5.0,20878.0
Honda,Red,92041.0,4.0,3904.0
Toyota,White,26980.0,4.0,10738.0
Toyota,Green,,,3924.0
Toyota,Red,87398.0,4.0,4122.0
Toyota,White,31842.0,,9074.0
Toyota,Blue,64206.0,3.0,6419.0
Toyota,White,,4.0,6297.0
Toyota,White,33834.0,4.0,
Honda,White,67907.0,4.0,7621.0
Toyota,White,62704.0,4.0,6938.0
Toyota,White,64429.0,4.0,9629.0
Nissan,White,209439.0,4.0,4965.0
,Blue,54938.0,3.0,6002.0
Nissan,White,214489.0,4.0,4159.0
Honda,Blue,64403.0,4.0,5700.0
Toyota,White,39610.0,4.0,10789.0
Toyota,White,27248.0,4.0,7902.0
Toyota,Blue,48160.0,3.0,7048.0
Toyota,White,64791.0,,7464.0
Honda,Blue,56292.0,4.0,6454.0
Honda,Red,83189.0,4.0,3614.0
Honda,Blue,57765.0,4.0,5838.0
Toyota,White,143638.0,4.0,4182.0
Toyota,White,56090.0,4.0,7196.0
Toyota,White,54787.0,4.0,7785.0
Honda,White,49742.0,4.0,5397.0
Toyota,Green,62906.0,4.0,7301.0
Nissan,White,217370.0,4.0,3714.0
Toyota,White,61197.0,4.0,5616.0
Toyota,White,149899.0,4.0,3595.0
Honda,Blue,58819.0,4.0,6363.0
Toyota,Blue,62479.0,3.0,7224.0
Toyota,Blue,63860.0,3.0,6775.0
,White,151318.0,4.0,3736.0
Nissan,White,216529.0,4.0,4831.0
Nissan,White,,4.0,4841.0
Honda,White,58285.0,4.0,8617.0
Toyota,White,27855.0,4.0,10115.0
Honda,Blue,67832.0,4.0,7972.0
Toyota,Blue,60261.0,4.0,8063.0
Toyota,White,35749.0,4.0,11413.0
Toyota,White,27768.0,4.0,8924.0
,White,29451.0,4.0,9292.0
Honda,White,65001.0,4.0,7752.0
Toyota,Blue,63139.0,3.0,7445.0
Toyota,Blue,62000.0,3.0,5943.0
Honda,Blue,56217.0,4.0,5839.0
Toyota,White,31137.0,4.0,9802.0
Toyota,White,55453.0,4.0,7018.0
Honda,Red,85549.0,4.0,4983.0
Toyota,White,153587.0,,4380.0
Toyota,White,67800.0,4.0,7047.0
Toyota,White,148504.0,4.0,3023.0
Toyota,White,32712.0,4.0,11452.0
,White,211592.0,4.0,4696.0
Nissan,White,215978.0,4.0,4255.0
Nissan,White,61934.0,4.0,2370.0
Toyota,Green,58955.0,4.0,3171.0
Honda,Blue,62769.0,4.0,6499.0
Toyota,White,28254.0,4.0,10107.0
Toyota,,57665.0,4.0,4141.0
,White,61026.0,4.0,7400.0
Nissan,,210630.0,4.0,9208.0
Toyota,White,62968.0,4.0,6094.0
Honda,Blue,66989.0,4.0,7697.0
Toyota,White,146444.0,4.0,3647.0
Toyota,White,31256.0,4.0,10079.0
Toyota,White,58078.0,4.0,5351.0
Toyota,White,64735.0,4.0,6799.0
BMW,Black,13353.0,5.0,7653.0
Toyota,Blue,50453.0,3.0,7850.0
,White,54972.0,4.0,6173.0
Toyota,Green,57708.0,4.0,3117.0
Toyota,White,29840.0,4.0,9833.0
Nissan,White,210772.0,4.0,6482.0
Honda,,64089.0,4.0,6431.0
Toyota,Green,,,5096.0
Nissan,White,49667.0,4.0,3281.0
Nissan,White,61683.0,4.0,4567.0
Toyota,White,71777.0,4.0,
Toyota,Blue,57556.0,3.0,5946.0
Toyota,White,146118.0,4.0,
Honda,White,63335.0,4.0,6945.0
Honda,Red,91124.0,4.0,6008.0
Honda,White,93271.0,4.0,3650.0
BMW,Black,10251.0,5.0,
Honda,Blue,60285.0,,5814.0
Toyota,,65375.0,4.0,4264.0
Nissan,White,213542.0,4.0,3784.0
Honda,White,57952.0,4.0,7626.0
BMW,Black,10159.0,5.0,23180.0
Honda,Red,87398.0,4.0,5519.0
Toyota,White,58572.0,4.0,4436.0
Honda,,56211.0,4.0,
Toyota,White,59497.0,4.0,6788.0
Toyota,White,59959.0,4.0,3727.0
Toyota,White,,4.0,4191.0
Toyota,White,68436.0,4.0,4318.0
Nissan,White,200877.0,4.0,3646.0
Toyota,White,62136.0,4.0,7008.0
Toyota,White,149581.0,4.0,3554.0
Honda,Blue,62140.0,4.0,6768.0
Toyota,White,149368.0,4.0,7270.0
Honda,,54406.0,4.0,3705.0
Toyota,White,155674.0,4.0,3371.0
Toyota,White,59770.0,4.0,9398.0
Toyota,Green,58039.0,4.0,4811.0
Toyota,Blue,64300.0,3.0,7567.0
Honda,White,53931.0,4.0,9344.0
Honda,Red,79734.0,4.0,9506.0
Toyota,White,152960.0,4.0,4363.0
Honda,Blue,63337.0,4.0,6411.0
Honda,Red,87010.0,4.0,6768.0
,Green,63694.0,4.0,4221.0
Toyota,Green,60192.0,4.0,5988.0
Toyota,White,32485.0,4.0,7841.0
BMW,Black,0.0,5.0,22495.0
Toyota,Blue,58381.0,3.0,6512.0
Toyota,Blue,50942.0,3.0,6308.0
Honda,Blue,,4.0,7172.0
Honda,Red,81574.0,4.0,6579.0
Toyota,White,58509.0,4.0,7871.0
BMW,Black,20265.0,5.0,21634.0
Toyota,Green,52934.0,4.0,4664.0
,White,68937.0,3.0,7532.0
,White,66128.0,4.0,7954.0
Nissan,White,215383.0,4.0,3615.0
,White,33505.0,4.0,8574.0
Toyota,Blue,65377.0,4.0,9122.0
Nissan,White,210253.0,4.0,2168.0
Honda,White,55582.0,4.0,8675.0
Honda,Blue,58640.0,4.0,7704.0
Honda,Red,86843.0,4.0,6207.0
Toyota,Blue,61955.0,3.0,6109.0
Toyota,,155717.0,4.0,3837.0
Honda,Blue,58120.0,4.0,7001.0
Toyota,White,52222.0,4.0,5864.0
Toyota,White,148258.0,4.0,
Toyota,Blue,62593.0,,7845.0
BMW,,18911.0,5.0,21632.0
Toyota,White,28974.0,4.0,9784.0
Toyota,White,144643.0,4.0,4865.0
Toyota,White,64676.0,4.0,3748.0
Toyota,White,36386.0,4.0,9183.0
Honda,Red,89246.0,4.0,4649.0
Toyota,White,147690.0,4.0,4329.0
Toyota,,56777.0,4.0,7014.0
Nissan,White,216542.0,4.0,7643.0
Toyota,Blue,,3.0,7501.0
Honda,White,58286.0,4.0,6770.0
Honda,Red,84065.0,4.0,4201.0
Honda,Red,89099.0,,5498.0
Toyota,Blue,63100.0,3.0,6741.0
Toyota,White,64732.0,,7239.0
Honda,Blue,61216.0,4.0,4584.0
Toyota,White,44049.0,4.0,11440.0
Toyota,White,140603.0,4.0,3948.0
,Red,82097.0,4.0,4614.0
Honda,White,61163.0,4.0,
Toyota,White,71917.0,4.0,6522.0
Honda,Blue,65861.0,4.0,8189.0
Toyota,White,158098.0,4.0,4471.0
Toyota,White,148404.0,4.0,4137.0
Toyota,White,27077.0,4.0,9534.0
Toyota,White,148925.0,4.0,6508.0
Toyota,White,64348.0,4.0,6914.0
Toyota,,63449.0,,6511.0
BMW,Black,14417.0,5.0,6263.0
Honda,Blue,58911.0,4.0,7544.0
Toyota,White,51369.0,,2839.0
Toyota,Blue,63382.0,3.0,6867.0
Honda,White,57883.0,4.0,5446.0
Toyota,White,61656.0,4.0,6382.0
Honda,White,57474.0,4.0,6748.0
BMW,Black,1337.0,5.0,21108.0
Toyota,White,151403.0,4.0,
Toyota,White,64897.0,4.0,7750.0
Toyota,Green,63676.0,4.0,4270.0
Toyota,Blue,55848.0,3.0,6838.0
,White,209819.0,4.0,3729.0
Honda,Blue,66542.0,4.0,8052.0
Toyota,,58171.0,4.0,4835.0
Honda,Red,93970.0,4.0,5445.0
Toyota,White,157653.0,4.0,3962.0
Toyota,Blue,59407.0,3.0,6915.0
Honda,White,62259.0,4.0,6527.0
Toyota,Red,84375.0,4.0,7102.0
Nissan,White,210664.0,4.0,3148.0
Toyota,Green,60873.0,4.0,4212.0
Toyota,White,65813.0,4.0,7030.0
,Red,86492.0,4.0,3952.0
Toyota,White,65386.0,4.0,5467.0
Toyota,White,28643.0,4.0,10987.0
BMW,Black,11065.0,5.0,20625.0
Toyota,Blue,63038.0,3.0,6541.0
,Red,91016.0,4.0,6684.0
Toyota,Green,57152.0,4.0,3176.0
Toyota,White,32967.0,4.0,7967.0
BMW,Black,12459.0,4.0,21407.0
Honda,Blue,55055.0,4.0,7484.0
Honda,White,66027.0,4.0,
Toyota,White,217778.0,4.0,3305.0
Toyota,White,32262.0,,8636.0
Toyota,White,58861.0,4.0,5387.0
Toyota,Blue,61667.0,4.0,6554.0
Toyota,White,152102.0,4.0,3229.0
Toyota,Green,57825.0,4.0,4985.0
Toyota,Green,62517.0,4.0,3612.0
Toyota,Green,51192.0,4.0,6916.0
Nissan,White,207502.0,4.0,2444.0
Honda,Red,80481.0,4.0,5248.0
BMW,Black,13388.0,5.0,22292.0
Toyota,White,150097.0,4.0,4221.0
Toyota,White,36069.0,4.0,8738.0
Toyota,Blue,56545.0,4.0,7826.0
Honda,White,52858.0,4.0,8462.0
Toyota,White,152177.0,4.0,1192.0
Nissan,White,207251.0,4.0,3898.0
Toyota,Black,9805.0,5.0,22802.0
Toyota,White,35570.0,4.0,
Toyota,Blue,58039.0,3.0,
Honda,,56492.0,4.0,5808.0
Toyota,White,33374.0,4.0,8951.0
Toyota,White,27454.0,4.0,9288.0
Toyota,White,87314.0,4.0,3221.0
Toyota,White,59728.0,4.0,5473.0
Nissan,White,208186.0,4.0,3232.0
,Black,16112.0,5.0,
Honda,White,60707.0,4.0,6059.0
Toyota,White,63948.0,4.0,7220.0
Toyota,White,153847.0,4.0,5064.0
Honda,Red,84025.0,4.0,
Honda,White,55820.0,4.0,6687.0
Toyota,White,37638.0,4.0,8226.0
Toyota,Green,55889.0,4.0,6610.0
BMW,Black,18446.0,5.0,21887.0
Toyota,White,,4.0,8355.0
Honda,Blue,65194.0,4.0,7335.0
Toyota,White,218418.0,4.0,7048.0
Toyota,White,67818.0,4.0,8623.0
Toyota,White,30987.0,4.0,7455.0
Honda,White,57961.0,4.0,7575.0
Honda,Blue,66788.0,4.0,3880.0
,White,64978.0,4.0,6831.0
BMW,Black,11695.0,5.0,21884.0
Toyota,Blue,62955.0,4.0,5160.0
BMW,Black,4838.0,4.0,21332.0
,White,213995.0,4.0,2038.0
,White,64874.0,4.0,8997.0
Honda,Blue,63325.0,4.0,8957.0
Honda,White,66600.0,4.0,
,Blue,59794.0,4.0,5893.0
Nissan,White,216951.0,4.0,3258.0
Honda,White,85119.0,4.0,4077.0
Toyota,Blue,65901.0,3.0,
Toyota,White,144566.0,,4306.0
Honda,Red,93301.0,4.0,7113.0
Nissan,White,217381.0,,1551.0
Honda,Red,91553.0,4.0,3258.0
Toyota,White,50849.0,4.0,8706.0
Nissan,White,213971.0,4.0,3367.0
Toyota,White,,4.0,9202.0
Toyota,White,32666.0,4.0,
Toyota,White,147447.0,,2989.0
Honda,,53207.0,4.0,8224.0
Honda,Blue,58023.0,4.0,5563.0
Toyota,White,149204.0,4.0,3141.0
Nissan,White,212932.0,4.0,3751.0
Toyota,White,152174.0,4.0,5578.0
Toyota,White,141913.0,4.0,3175.0
Toyota,Red,93519.0,4.0,4731.0
Honda,Blue,58520.0,4.0,6924.0
Toyota,Green,57736.0,4.0,4230.0
Toyota,White,61395.0,4.0,6736.0
Toyota,Green,50652.0,4.0,4477.0
BMW,Black,,5.0,21596.0
Toyota,Green,63474.0,4.0,5288.0
Toyota,White,59908.0,4.0,5688.0
Toyota,Green,56075.0,4.0,4778.0
BMW,White,11167.0,5.0,21706.0
Toyota,White,17724.0,4.0,8890.0
Toyota,White,62801.0,4.0,6342.0
Toyota,White,,4.0,5604.0
BMW,Black,11475.0,5.0,7858.0
Toyota,White,42178.0,4.0,11066.0
Toyota,Green,65624.0,4.0,8372.0
Toyota,Green,64385.0,4.0,3609.0
Honda,White,63823.0,4.0,7455.0
Honda,White,64693.0,4.0,6804.0
Honda,White,57463.0,4.0,6180.0
Nissan,White,210399.0,4.0,3359.0
Toyota,White,153940.0,4.0,3999.0
Honda,Blue,54365.0,4.0,7712.0
Toyota,White,22937.0,4.0,8487.0
BMW,Black,11161.0,5.0,22593.0
Toyota,White,61499.0,4.0,
Honda,Blue,63285.0,4.0,8840.0
,White,35663.0,,10528.0
BMW,White,6580.0,4.0,21733.0
Honda,White,64838.0,4.0,6507.0
Honda,Red,84131.0,4.0,6116.0
Honda,,55744.0,4.0,7533.0
Toyota,White,65542.0,4.0,10358.0
Honda,Blue,61894.0,4.0,5295.0
Honda,Red,90575.0,4.0,5508.0
Toyota,Blue,65589.0,,6932.0
Toyota,White,27006.0,4.0,9777.0
Toyota,,60958.0,4.0,4740.0
Toyota,White,30833.0,4.0,9065.0
Toyota,White,60941.0,4.0,6450.0
BMW,Black,11047.0,5.0,20561.0
Honda,White,56699.0,4.0,7688.0
Honda,Red,91545.0,4.0,6539.0
Toyota,White,37805.0,4.0,
Toyota,White,152658.0,4.0,3112.0
Toyota,White,59953.0,4.0,7565.0
BMW,Black,15678.0,5.0,21503.0
Nissan,White,223453.0,4.0,3038.0
Toyota,Blue,69710.0,3.0,8065.0
BMW,Black,15279.0,5.0,21539.0
Toyota,Blue,64044.0,4.0,6551.0
Toyota,Green,57440.0,,5622.0
Nissan,White,214375.0,4.0,1748.0
BMW,Black,15085.0,5.0,5329.0
BMW,White,14821.0,5.0,19883.0
Toyota,White,206387.0,4.0,4860.0
Toyota,White,28834.0,4.0,9073.0
Toyota,Black,13041.0,5.0,23049.0
Honda,White,52831.0,4.0,8313.0
Toyota,White,62959.0,4.0,6481.0
Toyota,Black,14153.0,5.0,21057.0
Honda,White,,4.0,6682.0
Toyota,White,63016.0,4.0,8778.0
Honda,Red,87413.0,4.0,6224.0
Nissan,White,205091.0,4.0,3141.0
Toyota,White,53635.0,4.0,10144.0
BMW,Black,4751.0,5.0,20446.0
Toyota,Blue,58811.0,3.0,5571.0
Nissan,White,208158.0,4.0,4406.0
Toyota,Blue,59094.0,4.0,6848.0
Toyota,White,29106.0,4.0,9887.0
Toyota,Blue,56008.0,4.0,7494.0
Toyota,,61049.0,4.0,6533.0
Toyota,Blue,67275.0,3.0,6223.0
Honda,Blue,61654.0,4.0,7123.0
Toyota,White,55430.0,4.0,6528.0
,White,213165.0,4.0,8027.0
Toyota,Blue,62148.0,3.0,6460.0
BMW,Black,7798.0,5.0,22578.0
Honda,White,63296.0,4.0,8285.0
BMW,Black,11498.0,5.0,23575.0
Toyota,White,57558.0,4.0,7130.0
Toyota,White,150830.0,4.0,4578.0
Toyota,White,61597.0,4.0,2765.0
Toyota,Green,,4.0,3051.0
Toyota,White,28394.0,4.0,8554.0
Toyota,Green,,4.0,3681.0
Honda,White,,4.0,6759.0
,Green,65516.0,4.0,4956.0
BMW,Black,65466.0,5.0,22401.0
Toyota,White,63747.0,4.0,6567.0
Toyota,White,160664.0,4.0,4416.0
Toyota,Blue,61834.0,3.0,7348.0
,White,216223.0,4.0,6661.0
Toyota,Blue,54986.0,3.0,8189.0
Toyota,White,152133.0,4.0,3708.0
Nissan,White,205088.0,4.0,5085.0
Honda,White,65154.0,4.0,6422.0
BMW,Black,16698.0,5.0,22583.0
Toyota,Green,62504.0,4.0,
Toyota,White,153492.0,4.0,6674.0
Honda,Red,85607.0,4.0,4700.0
Toyota,Blue,56664.0,4.0,6431.0
Honda,Blue,55952.0,4.0,5217.0
Toyota,Green,58039.0,4.0,5349.0
Toyota,,62669.0,4.0,5400.0
BMW,Black,4875.0,5.0,20973.0
Toyota,White,66263.0,4.0,6142.0
Toyota,Blue,64503.0,3.0,6854.0
Honda,White,59199.0,4.0,7496.0
Toyota,White,42453.0,4.0,9427.0
Honda,White,63509.0,4.0,7755.0
Honda,White,63536.0,4.0,7340.0
Toyota,Blue,51500.0,3.0,5348.0
BMW,Black,10003.0,5.0,22474.0
Toyota,Blue,50539.0,3.0,7747.0
BMW,Black,9100.0,4.0,
Toyota,White,62331.0,4.0,2721.0
Toyota,Blue,57655.0,3.0,8120.0
Toyota,Green,62250.0,4.0,3997.0
Honda,Red,96160.0,4.0,3311.0
Toyota,Blue,56623.0,3.0,8170.0
Toyota,Blue,58019.0,3.0,5343.0
Toyota,Blue,54975.0,3.0,7400.0
Nissan,White,216957.0,4.0,2791.0
Honda,Red,88284.0,4.0,5706.0
Toyota,White,67702.0,4.0,
Toyota,White,27738.0,4.0,
Toyota,Red,86782.0,4.0,4947.0
Toyota,,57784.0,3.0,8347.0
Toyota,Blue,64875.0,4.0,7240.0
Nissan,White,223330.0,4.0,3577.0
Toyota,Blue,61230.0,3.0,7036.0
Toyota,Green,60342.0,4.0,4498.0
Toyota,,49902.0,4.0,7468.0
Toyota,White,60332.0,4.0,8012.0
Toyota,White,,,11207.0
Toyota,White,154286.0,4.0,4857.0
BMW,Black,62439.0,5.0,22265.0
Toyota,White,57460.0,4.0,7196.0
Honda,Red,88666.0,4.0,7984.0
Toyota,White,25154.0,4.0,9254.0
Honda,,59250.0,4.0,7232.0
Toyota,White,64936.0,4.0,6777.0
Toyota,White,61158.0,4.0,5808.0
BMW,Black,3006.0,5.0,22077.0
Honda,Blue,62239.0,4.0,5964.0
Honda,White,61223.0,4.0,6528.0
Toyota,White,66315.0,4.0,5758.0
Nissan,White,214125.0,4.0,3349.0
Toyota,Blue,54585.0,4.0,7101.0
Nissan,White,221200.0,4.0,4385.0
Honda,White,70288.0,4.0,6112.0
Toyota,White,33176.0,4.0,6982.0
Honda,White,54890.0,4.0,6125.0
Toyota,White,,4.0,
Honda,Red,87131.0,4.0,5532.0
Honda,,85791.0,4.0,4501.0
Nissan,White,209404.0,4.0,4360.0
Nissan,White,212077.0,4.0,3540.0
Honda,Blue,67200.0,4.0,6772.0
Toyota,Blue,63377.0,4.0,8084.0
BMW,Black,8857.0,5.0,21152.0
Toyota,White,60462.0,4.0,5516.0
,White,34443.0,,9083.0
Toyota,Blue,59268.0,3.0,5279.0
,White,207952.0,4.0,4635.0
Nissan,White,209462.0,4.0,5026.0
Nissan,White,212559.0,4.0,3378.0
Toyota,Blue,66960.0,3.0,7948.0
Toyota,White,60966.0,,5820.0
,Red,,4.0,5420.0
Nissan,White,214045.0,4.0,4817.0
BMW,Black,11506.0,5.0,
Honda,Red,94759.0,4.0,5258.0
Nissan,White,58115.0,4.0,4814.0
Toyota,Blue,66068.0,3.0,7537.0
Honda,Blue,57093.0,4.0,6430.0
Toyota,Green,59794.0,4.0,3733.0
Honda,Blue,65075.0,4.0,7362.0
Toyota,White,65179.0,,6798.0
BMW,Black,4800.0,5.0,21877.0
Honda,White,60305.0,4.0,7169.0
Toyota,White,58737.0,3.0,6259.0
Toyota,White,57510.0,4.0,7369.0
Honda,White,55229.0,4.0,9135.0
Honda,Red,87563.0,4.0,5155.0
BMW,White,18142.0,4.0,22074.0
Honda,Blue,61924.0,4.0,7583.0
Honda,Red,82042.0,4.0,6325.0
BMW,White,12576.0,5.0,22390.0
Honda,White,,4.0,6423.0
,Black,14010.0,5.0,22327.0
Honda,White,63440.0,4.0,7285.0
Toyota,White,150198.0,4.0,2921.0
Toyota,,55099.0,4.0,4655.0
Nissan,White,224120.0,,4369.0
BMW,Black,16072.0,5.0,21748.0
Honda,Blue,59079.0,4.0,6539.0
Honda,,91621.0,4.0,4891.0
Honda,Blue,67648.0,4.0,7803.0
Nissan,White,216986.0,4.0,4057.0
Toyota,White,54004.0,4.0,6415.0
Toyota,White,55696.0,4.0,
,Blue,67737.0,3.0,7340.0
Honda,Red,92414.0,4.0,
Toyota,White,33135.0,4.0,10650.0
Honda,Blue,58048.0,4.0,6494.0
Honda,White,61231.0,4.0,8822.0
Toyota,White,40429.0,4.0,9729.0
Toyota,White,31815.0,4.0,11936.0
Honda,Red,76875.0,4.0,4290.0
Honda,Blue,58247.0,4.0,6771.0
Toyota,White,50932.0,4.0,7547.0
Nissan,White,218013.0,4.0,2334.0
Toyota,Blue,60818.0,3.0,8114.0
Toyota,White,66232.0,4.0,6465.0
Toyota,White,,4.0,7359.0
Nissan,White,212184.0,4.0,2840.0
Toyota,Green,64047.0,4.0,5958.0
Honda,,92688.0,4.0,7294.0
BMW,Black,10067.0,5.0,22825.0
Toyota,White,59071.0,4.0,6054.0
BMW,Black,6654.0,5.0,21407.0
BMW,Black,14976.0,4.0,20265.0
Toyota,Blue,59127.0,3.0,5653.0
Toyota,Green,62942.0,4.0,5752.0
Toyota,White,56014.0,4.0,5713.0
BMW,Black,10743.0,5.0,21647.0
BMW,Black,11727.0,5.0,20926.0
Honda,Red,86379.0,,3203.0
Toyota,White,42824.0,4.0,11495.0
Toyota,Green,45945.0,4.0,4526.0
Toyota,Red,83131.0,4.0,4080.0
Toyota,White,36649.0,4.0,11037.0
Toyota,Blue,61648.0,3.0,8278.0
Toyota,White,30981.0,4.0,8082.0
Toyota,White,32177.0,4.0,8399.0
Honda,White,55660.0,4.0,9337.0
Toyota,White,56083.0,4.0,6340.0
Toyota,White,53453.0,4.0,8569.0
Nissan,White,218444.0,4.0,2147.0
,Blue,64946.0,3.0,6840.0
Nissan,White,208649.0,4.0,3106.0
Honda,Blue,61695.0,4.0,8141.0
,White,32093.0,4.0,8696.0
Toyota,White,22431.0,4.0,10664.0
Toyota,Blue,58188.0,3.0,7259.0
Toyota,White,59825.0,4.0,6990.0
Honda,Blue,55121.0,4.0,7350.0
Honda,Red,90649.0,4.0,4647.0
Honda,Blue,57231.0,4.0,5759.0
,White,145226.0,4.0,2402.0
Toyota,White,65571.0,4.0,7310.0
Toyota,White,68478.0,4.0,6787.0
Honda,White,63323.0,4.0,8781.0
Toyota,Green,63368.0,4.0,8498.0
Nissan,White,211144.0,4.0,2183.0
Toyota,White,63127.0,4.0,4778.0
Toyota,White,142637.0,4.0,4603.0
Honda,Blue,59472.0,4.0,5226.0
Toyota,Blue,62737.0,3.0,6356.0
Toyota,Blue,57790.0,3.0,7552.0
,White,147981.0,4.0,4240.0
Nissan,,211386.0,4.0,3760.0
Nissan,,217943.0,4.0,3713.0
Honda,White,60975.0,4.0,7357.0
Toyota,White,21322.0,,11275.0
,Blue,51418.0,4.0,6414.0
Toyota,Blue,53896.0,4.0,7540.0
Toyota,,28860.0,4.0,8365.0
Toyota,White,30370.0,4.0,10579.0
Toyota,White,34631.0,4.0,9381.0
Honda,White,65650.0,4.0,7056.0
,Blue,60595.0,3.0,8608.0
Toyota,Blue,65386.0,3.0,5339.0
Honda,Blue,62160.0,4.0,7670.0
Toyota,White,25192.0,4.0,7553.0
Toyota,White,63942.0,4.0,5938.0
,Red,88500.0,4.0,4986.0
Toyota,White,154268.0,4.0,3016.0
Toyota,White,55860.0,4.0,7468.0
Toyota,,150725.0,4.0,5796.0
Toyota,White,24664.0,4.0,9547.0
Nissan,White,215910.0,4.0,5245.0
Nissan,White,211727.0,4.0,2427.0
Nissan,White,65405.0,4.0,3394.0
Toyota,Green,60103.0,4.0,3489.0
Honda,Blue,62889.0,4.0,4589.0
